user_id,predict
2,2.652046
7,79.632008
15,3.888097
18,125.058669
23,0.549055
26,0.893855
27,2.776965
30,0.831632
34,1.175466
37,4.467916
44,83.744696
45,9.892912
47,2.406430
48,0.414839
52,35.692258
53,212.601506
55,36.948619
58,0.543758
59,37.525505
61,79.858016
63,4.016369
67,22.555812
75,3.903630
80,6.369321
96,0.528747
102,7.576181
104,1.699301
110,27.824862
112,3.774275
118,6.220373
131,8.414167
132,23.918851
133,15.659997
141,0.708447
143,49.972905
145,6.327431
147,100.999930
148,0.694892
150,6.591265
151,3.355714
152,12.253010
154,1.866032
166,0.943590
168,555.233800
169,6.417621
173,1.988587
176,263.470187
179,8.107920
183,0.578470
186,0.560153
187,0.851959
196,6.278046
197,48.598317
198,651.465310
203,344.663720
209,20.165116
213,0.712840
217,6.437163
221,1.052019
231,37.604044
239,20.158860
243,1.936357
244,19.951537
247,0.536717
258,5.186022
260,5.172400
263,285.043099
264,2.571920
267,1.610669
272,17.812265
280,25.341957
281,10.152990
283,100.485433
286,16.712725
288,71.828209
290,6.365013
292,6.331917
293,3.859216
298,120.483938
300,9.548830
304,6.364594
309,16.999117
310,3.929912
312,4.332168
313,1.292307
315,22.015475
316,2.064515
320,0.561880
323,63.633318
324,1.103994
332,83.237064
333,5.121222
344,2.530285
352,1.473182
354,1.119879
355,13.299045
356,4.595982
360,0.653489
366,0.482827
367,18.451021
370,175.917035
374,1.314502
375,0.800178
376,0.437368
378,87.952388
381,144.384203
382,19.999952
384,1.049290
386,0.876677
387,22.626479
388,1.184738
389,0.478325
390,1.938991
393,1.007559
394,213.006552
396,1.080835
397,32.238302
399,188.000839
400,8.087823
401,2.835966
402,14.414574
403,12.907018
406,2.028066
411,2.875480
414,181.814423
415,17.196424
417,12.885254
424,7.266597
431,25.694460
432,27.304821
437,14.124739
439,7.317728
441,4.729097
442,33.540602
446,2.340947
451,38.497528
457,15.353438
458,1.779611
466,5.316686
468,19.106183
469,37.029673
471,14.797380
473,55.604594
474,81.735969
483,32.709135
489,3.181779
503,9.827580
515,0.451311
517,21.510046
519,1.226693
522,2.491920
529,17.129170
532,44.797543
535,0.884404
536,0.489751
540,5.426537
543,36.347189
546,0.643342
550,17.823001
551,0.740565
552,6.828117
555,5.369053
557,0.814564
558,70.373453
564,1.297388
569,3.763558
578,4.427983
581,0.522950
587,229.482147
590,18.622638
598,8.280672
599,74.106245
603,2.492546
604,1.512276
610,21.377422
613,21.477343
617,29.834970
626,6.843360
628,13.814851
631,0.612225
632,1.599667
633,87.272235
640,26.676867
647,3.483462
651,37.715693
652,7.593835
654,4.509840
659,62.356727
665,0.451728
668,165.325260
670,0.656065
673,43.658797
675,5.358966
685,7.903252
692,2.184464
693,15.542590
694,0.943287
697,156.735118
703,0.395075
714,0.998997
719,58.695181
723,0.760928
726,57.874090
731,0.742607
736,50.721005
738,16.724605
745,192.254195
746,1.813543
750,18.996187
762,0.989999
763,0.890776
765,2.861123
766,0.677286
767,1.131762
768,12.339804
770,68.163142
782,10.959782
783,0.698563
785,6.544774
786,11.029069
791,2.150408
793,39.529552
796,1.478716
797,60.082378
798,4.398173
799,1.765484
803,41.425085
812,5.679042
824,3.783144
827,0.381701
830,5.297207
832,13.922884
834,1.777181
837,14.846770
839,40.314552
843,11.151647
845,23.598339
847,2.030647
850,3.949352
851,6.348375
852,91.194131
854,28.868299
855,268.073686
856,18.275253
860,40.263609
862,2.325144
875,6.632721
876,2.381570
877,3.046737
880,22.666722
884,11.365749
885,3.537332
886,84.114601
887,6.448422
897,1.509572
905,1.359486
908,2.746689
909,14.475551
910,0.267214
916,39.081653
919,40.389846
921,11.134632
933,1.050552
935,38.017185
936,43.666229
940,2.862764
943,13.758947
948,1.151375
949,0.533295
951,0.639452
952,1.996102
953,0.759266
959,7.676561
963,1.826288
969,228.483326
979,264.953086
980,3.501336
981,46.093847
984,1.735123
989,1.437694
994,8.747922
997,1.109774
999,45.724252
1003,1098.179856
1010,19.704300
1014,4.673609
1016,112.517794
1023,2.188676
1025,14.830317
1031,98.092746
1033,56.187644
1038,4.026501
1039,1.888374
1045,2.091219
1053,111.603997
1056,0.684410
1060,349.843543
1061,19.732935
1065,3.063345
1070,83.827010
1078,70.209872
1081,549.643650
1088,0.660520
1090,6.869610
1093,4.771412
1098,1.118123
1099,0.431597
1105,5.595101
1106,30.676052
1107,214.221789
1109,8.316562
1110,693.276174
1114,25.255937
1120,14.861236
1125,1.900618
1128,1.777346
1129,7.251966
1136,17.874713
1137,1.238331
1141,2.039729
1144,3.232003
1149,0.431384
1151,6.214139
1157,0.514556
1165,94.027162
1171,0.476618
1173,33.628715
1180,1.310055
1181,1.492661
1182,5.429243
1183,41.308388
1188,9.446420
1191,0.700432
1193,37.784632
1195,0.347006
1197,29.004501
1200,1.205481
1203,237.799172
1204,8.012727
1214,129.897142
1220,1.422099
1228,0.433032
1234,2.382000
1239,2.379368
1241,273.599139
1242,0.507262
1244,42.857848
1245,30.130791
1249,14.326064
1250,14.626555
1254,3.844430
1258,16.423075
1261,155.008921
1263,14.793060
1266,17.099176
1271,5.420075
1273,1.538726
1276,2.270474
1278,2.988908
1279,1.397005
1280,64.219654
1284,1.556519
1286,30.837899
1294,0.429627
1298,1.317075
1304,31.194874
1307,7.780562
1310,553.419654
1311,10.134828
1319,83.229352
1322,8.496032
1329,9.101947
1338,11.620102
1341,10.315589
1342,1.745667
1348,19.349814
1351,3.141022
1352,0.580140
1353,2.777102
1361,0.451476
1365,1.463596
1368,1100.782616
1369,3.701733
1370,4.641409
1382,15.221687
1383,12.269828
1384,2.652286
1389,854.138463
1390,4.107256
1392,1.755008
1393,0.882990
1394,14.797568
1400,1.622502
1403,42.092351
1407,21.626457
1408,73.014180
1411,3.770152
1412,1.426426
1416,4.109734
1417,2.978764
1419,10.788868
1420,0.994513
1421,89.451987
1430,4.199853
1431,9.776530
1433,0.591292
1440,3.099644
1443,300.022942
1444,4.004329
1446,4.942400
1449,14.212141
1450,1.275650
1458,3.598760
1459,298.362059
1462,16.356391
1468,133.966899
1470,0.937163
1471,7.187172
1472,2.262083
1478,8.123483
1480,0.400830
1484,12.596320
1485,75.800606
1489,102.391661
1490,0.512413
1491,75.647827
1500,263.075760
1501,140.685082
1512,9.245106
1518,0.824696
1524,2.050519
1526,9.149992
1528,452.927217
1530,112.224791
1534,0.526667
1539,31.204617
1544,31.551475
1551,79.226709
1559,32.332914
1562,0.675797
1563,0.474185
1564,1.622996
1565,1.508587
1566,17.654945
1571,4.509941
1575,3.309294
1585,3.719398
1589,2.544411
1591,0.516552
1593,3.177133
1600,0.403856
1601,0.817149
1605,0.594989
1606,0.630785
1607,157.068065
1617,6.390649
1619,1.893776
1623,3.013086
1624,0.291646
1627,21.969078
1628,37.470809
1630,15.224275
1634,1160.108691
1638,3.663479
1650,0.522727
1654,17.678537
1656,1.454898
1660,2.270729
1665,1.486647
1667,8.019271
1675,253.303325
1679,24.502676
1680,3.038580
1683,6.537318
1689,489.510064
1691,1.726304
1702,68.623048
1705,1.231517
1708,100.348092
1709,7.406662
1711,19.897334
1712,49.324287
1716,0.620802
1725,0.449237
1727,2.427073
1729,2.515568
1730,19.014889
1733,7.151646
1734,1.445103
1742,2.587243
1744,129.636438
1745,24.488349
1749,2.630060
1752,2.764293
1755,6.273585
1757,4.574358
1760,16.863876
1764,84.513232
1766,16.447626
1771,26.699193
1772,24.030860
1779,0.534300
1781,34.158225
1782,18.106474
1784,3.932889
1787,36.195679
1788,14.907188
1789,20.559988
1803,632.529825
1818,28.056646
1832,4.350256
1835,1.730013
1838,1.725893
1839,1.997597
1840,16.134003
1852,2.224013
1857,1309.657800
1859,2.344557
1865,519.018087
1866,1.962617
1867,3.381847
1869,1.173342
1870,1.488706
1871,3.263624
1873,0.866095
1883,17.327444
1890,62.485041
1901,17.249721
1910,1.824266
1915,3.361077
1922,0.847277
1923,21.003527
1925,30.320931
1927,0.695167
1933,13.970301
1934,7.314962
1935,44.909250
1936,15.891087
1937,8.111908
1939,66.993921
1940,12.155409
1941,1.771573
1942,0.425732
1946,2.649422
1949,8.919053
1950,22.382510
1959,0.489317
1962,107.723166
1965,4.420464
1968,1.070257
1969,0.596031
1974,6.027864
1975,0.479941
1977,18.453071
1984,121.237535
1990,0.982772
2002,0.722622
2007,140.921066
2016,13.205227
2024,50.357738
2028,1.210486
2032,2.917184
2042,3.120913
2044,11.644727
2047,0.780212
2048,202.900664
2052,1.751709
2054,3.153810
2055,89.038018
2056,90.067001
2060,1.188469
2063,2.060067
2068,4.853204
2072,0.886521
2073,3.109824
2075,1.778518
2077,200.516309
2078,15.036966
